id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
00-02-29-04,4,00-02,['00-02-05-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.36379558022960357, 0.12166259536792179, 0.11135544092748965, 1.0, 0.10903968317416395, 1.0, 0.16235115387387244, 0.1317955464269486]"
00-02-30-00,0,00-02,['00-02-06-cyl-r-10'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[0.05526477342121724, 0.30453261762433664, 0.16987493301301737, 0.0497031897719394, 0.1813005400224033, 0.03984647257248146, 1.0, 0.1994774735746047]"
00-02-31-01,1,00-02,['00-02-06-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[0.057685817297975554, 0.38780649209309864, 0.13967792651439886, 0.052046893367118034, 0.1501289886492852, 0.04117782586282705, 1.0, 0.1714760562152966]"
00-02-32-02,2,00-02,['00-02-06-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[0.03956628596486529, 0.20102339818643314, 0.13581585439409152, 0.03289733962131596, 0.4616053791838924, 0.025756854331386598, 1.0, 0.10333488831801514]"
00-02-33-03,3,00-02,['00-02-06-cyl-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.14146973905420968, 1.0, 0.1919975774011389, 0.12115621090457722, 0.23621119906850604, 0.08893918893457753, 1.0, 0.22022608463699067]"
00-02-34-04,4,00-02,['00-02-06-cyl-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.049783889741470036, 0.22605780870359252, 0.20511419017795285, 0.0444913443752947, 0.223297991870277, 0.03604465279525939, 1.0, 0.21521012233615355]"
00-02-35-00,0,00-02,['00-02-07-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[0.013494874625132063, 0.020660262424125067, 0.8596354594695484, 0.013674565022097641, 0.03019118832273574, 0.013050016401299344, 0.04929363373506165, 1.0]"
00-02-36-01,1,00-02,['00-02-07-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.09065088179493173, 0.14307820950353395, 1.0, 0.0906375948889592, 0.22128546684282493, 0.08542601508645145, 0.36892183188329875, 1.0]"
00-02-37-02,2,00-02,['00-02-07-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.08426508624814906, 0.13800447179454473, 1.0, 0.08469938055770293, 0.20448257130066033, 0.0795613238592603, 0.4089871662396826, 1.0]"
00-02-38-03,3,00-02,['00-02-07-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.08536005180479457, 0.13838908792967086, 1.0, 0.08428691791120009, 0.22768487084640174, 0.07855733312442871, 0.3857217383835041, 1.0]"
00-02-39-04,4,00-02,['00-02-07-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.09151220912044053, 0.14379318761499102, 1.0, 0.09173498850562711, 0.21974165882003985, 0.08664683106990625, 0.3665711248689952, 1.0]"
00-03-00-00,0,00-03,['00-03-00-cyl-r-03'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[1.0, 0.08421512172427897, 0.09771712298267007, 0.2229128322497722, 1.0, 0.07610145889732171, 0.0752000792223478, 0.4438533849236092]"
00-03-01-01,1,00-03,['00-03-00-cyl-r-03'],['pick up'],pick up red small cylinder,"['red', 'small', 'cylinder']","[1.0, 0.043930625559992734, 0.05612285257961421, 0.08192228574274556, 0.5924938260094164, 0.04050218463621284, 0.039218603624648574, 0.1458096218473697]"
00-03-02-02,2,00-03,['00-03-00-cyl-r-03'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.08501552890443644, 0.10112221061891503, 0.21403630276749597, 1.0, 0.0772268533441797, 0.07679146030184543, 0.44580764406312756]"
00-03-03-03,3,00-03,['00-03-00-cyl-r-03'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.08036996366246534, 0.09489530492786603, 0.21301299765420734, 1.0, 0.07288903202721314, 0.07288292264596352, 0.4659497790822845]"
00-03-04-04,4,00-03,['00-03-00-cyl-r-03'],['pick up'],pick up red small solid,"['red', 'small', 'solid']","[1.0, 0.0894827805286518, 0.10850438676669628, 0.21035192549250353, 1.0, 0.08160537220657442, 0.08098738548070546, 0.42906814952486855]"
00-03-05-00,0,00-03,['00-03-01-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[0.0313234716720811, 1.0, 0.12835011690888873, 0.035164234443637456, 0.03525205748945613, 0.08690221528306706, 0.6451944385147289, 0.037813465688140466]"
00-03-06-01,1,00-03,['00-03-01-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.04903456228294135, 1.0, 0.17129265348372982, 0.05570292658911689, 0.055548681014773636, 0.13114932640263027, 0.4782368459898144, 0.059035004236993566]"
00-03-07-02,2,00-03,['00-03-01-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.07307350623011602, 1.0, 0.44409645158064726, 0.07970872784322515, 0.08128383917164131, 0.2345821088171363, 1.0, 0.08725536635723392]"
00-03-08-03,3,00-03,['00-03-01-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.035825836879500576, 1.0, 0.14231689468267572, 0.040293943053266064, 0.04036438308475199, 0.09903383586191425, 0.5989624986356819, 0.04320260780220937]"
00-03-09-04,4,00-03,['00-03-01-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.013381152565333884, 1.0, 0.05344647397890515, 0.015144638267395854, 0.015078941299438651, 0.03440249324716197, 0.8521423170008694, 0.016403983640895025]"
00-03-10-00,0,00-03,['00-03-02-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.05705003776399676, 0.5887130302907992, 1.0, 0.05237744242514544, 0.06060321669606109, 0.17301274173029724, 1.0, 0.06824353109370018]"
00-03-11-01,1,00-03,['00-03-02-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.008347601359478991, 0.9346986647503066, 1.0, 0.007809251711304058, 0.008870557919785898, 0.03037224316632042, 1.0, 0.009901681092803927]"
00-03-12-02,2,00-03,['00-03-02-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.06117440494991239, 0.5426939631651585, 1.0, 0.054321321909436455, 0.06417418486213965, 0.2063639893187356, 1.0, 0.07127213579461736]"
00-03-13-03,3,00-03,['00-03-02-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.06066712382078996, 0.4843423604774778, 1.0, 0.0509929522853444, 0.06212226445704801, 0.2749225650610308, 1.0, 0.06695273389830889]"
00-03-14-04,4,00-03,['00-03-02-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.04487097120717194, 0.5991261990843086, 1.0, 0.03876212678348148, 0.04633180283337293, 0.22068923374674979, 1.0, 0.05021966634491517]"
00-03-15-00,0,00-03,['00-03-03-cyl-r-10'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[0.29500352212576836, 0.19582625154707584, 0.16467527452574796, 1.0, 1.0, 0.16227946078492306, 0.1822154910164848, 1.0]"
00-03-16-01,1,00-03,['00-03-03-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[0.002227722456011717, 0.0015211285393497904, 0.0012467738533657807, 1.0, 0.9409712123923528, 0.001243625135892991, 0.0013802893629122884, 0.05140924826011483]"
00-03-17-02,2,00-03,['00-03-03-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[0.046986344352766184, 0.03257877618061557, 0.027629363913921505, 1.0, 0.8346360276509914, 0.027149012220516428, 0.031020475681188896, 1.0]"
00-03-18-03,3,00-03,['00-03-03-cyl-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.2979659823586197, 0.19564535024351704, 0.16395031846419983, 1.0, 1.0, 0.16176381695674324, 0.1806745319769202, 1.0]"
00-03-19-04,4,00-03,['00-03-03-cyl-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.2947016262723306, 0.19239445992440837, 0.16669387447308154, 1.0, 1.0, 0.1616237730003851, 0.18458626632979433, 1.0]"
00-03-20-00,0,00-03,['00-03-04-cyl-r-10'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[0.3862932859736595, 0.1649050533294668, 0.15272676518333272, 1.0, 1.0, 0.14115223259226986, 0.15492266292127121, 1.0]"
00-03-21-01,1,00-03,['00-03-04-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[0.4010855131376953, 0.15930888260828244, 0.1510074211375569, 1.0, 1.0, 0.13732808162556182, 0.15127010149090356, 1.0]"
00-03-22-02,2,00-03,['00-03-04-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[0.3852741819643072, 0.1669714751343733, 0.1516906175574598, 1.0, 1.0, 0.14190404326683906, 0.15415968207702077, 1.0]"
00-03-23-03,3,00-03,['00-03-04-cyl-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.36950680294449534, 0.17262017486633233, 0.15388082173913553, 1.0, 1.0, 0.14572959993396412, 0.15826260051607266, 1.0]"
00-03-24-04,4,00-03,['00-03-04-cyl-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.11471860535524918, 0.04224230955134412, 0.04358015303317502, 0.7199443025832818, 1.0, 0.037152791662278535, 0.04236183781467145, 1.0]"
00-03-25-00,0,00-03,['00-03-05-cyl-r-03'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[0.10847692640328924, 1.0, 1.0, 0.0903780406402936, 0.10917994495744232, 1.0, 0.5841562750083119, 0.10780881299066285]"
00-03-26-01,1,00-03,['00-03-05-cyl-r-03'],['pick up'],pick up red small cylinder,"['red', 'small', 'cylinder']","[0.07972163133548728, 1.0, 1.0, 0.06872682008379292, 0.08128456214133473, 1.0, 0.6886995420804323, 0.0815674443589528]"
00-03-27-02,2,00-03,['00-03-05-cyl-r-03'],['pick up'],pick up cylinder,['cylinder'],"[0.03077402502644521, 1.0, 1.0, 0.027103981142030678, 0.031629690475084966, 1.0, 0.8780850127648173, 0.03240729059162193]"
00-03-28-03,3,00-03,['00-03-05-cyl-r-03'],['pick up'],pick up red solid,"['red', 'solid']","[0.08022865084976097, 1.0, 1.0, 0.06822380019104331, 0.08136624285462676, 1.0, 0.6884506897534544, 0.08173061635111459]"
00-03-29-04,4,00-03,['00-03-05-cyl-r-03'],['pick up'],pick up red small solid,"['red', 'small', 'solid']","[0.07430030181421263, 1.0, 1.0, 0.0629366992218875, 0.07524427597706523, 1.0, 0.7116341947733611, 0.07588452821347358]"
00-03-30-00,0,00-03,['00-03-06-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.14197924354583483, 1.0, 1.0, 0.148931076974722, 0.1560643400460436, 0.37558021639423983, 1.0, 0.1774451230391597]"
00-03-31-01,1,00-03,['00-03-06-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.035030521189278074, 1.0, 0.7652235060526995, 0.037375742491801145, 0.03884461606667708, 0.07853187341745575, 1.0, 0.044993740782088495]"
00-03-32-02,2,00-03,['00-03-06-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.0833903763532182, 1.0, 0.44882586726180135, 0.09296378969768611, 0.09353018073110758, 0.17315621577308746, 1.0, 0.10813357018309938]"
00-03-33-03,3,00-03,['00-03-06-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.06343055435543009, 1.0, 0.5787798832367742, 0.06899812670392572, 0.07071229780175138, 0.13604883822506697, 1.0, 0.08203029967705167]"
00-03-34-04,4,00-03,['00-03-06-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.03616408956739951, 0.3315254353037697, 0.43514471186979703, 0.03875456976429292, 0.04044137616049174, 0.07005164300423333, 1.0, 0.04791817433001581]"
00-03-35-00,0,00-03,['00-03-07-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[0.299809322509175, 0.18649468247508358, 0.16924660116138457, 1.0, 1.0, 0.15912927224132367, 0.18532012161303307, 1.0]"
00-03-36-01,1,00-03,['00-03-07-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.00329119587435501, 0.001869125838132482, 0.001782174490257262, 0.9895433822027945, 1.0, 0.0016144893130297664, 0.001899632281431063, 1.0]"
00-03-37-02,2,00-03,['00-03-07-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.3218135633788532, 0.18194463722017148, 0.1647364860833238, 1.0, 1.0, 0.15503691322121835, 0.17646840009643314, 1.0]"
00-03-38-03,3,00-03,['00-03-07-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.05769178781279803, 0.03832405602366596, 0.03612728086959944, 0.3812208774300762, 0.41369663405329016, 0.03294800292377426, 0.039991360886796085, 1.0]"
00-03-39-04,4,00-03,['00-03-07-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.3049268280580884, 0.18785305095899302, 0.166389741506885, 1.0, 1.0, 0.15901640150587276, 0.1818139779701607, 1.0]"
00-04-00-00,0,00-04,['00-04-00-cyl-r-10'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[1.0, 0.14223358581793275, 1.0, 1.0, 0.160824393629921, 0.060733896911887054, 0.04120934823169741, 0.5949987754085618]"
00-04-01-01,1,00-04,['00-04-00-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[1.0, 0.5738003078390462, 1.0, 1.0, 0.20333522958196842, 0.13761466559864474, 0.0852497969803408, 1.0]"
00-04-02-02,2,00-04,['00-04-00-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.12542549841141337, 0.14380010666183604, 0.7047711475623443, 0.010556097837939706, 0.009831101483398302, 0.005616048043068401, 1.0]"
00-04-03-03,3,00-04,['00-04-00-cyl-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.543784292074451, 1.0, 1.0, 0.22351700506121017, 0.14293538675279788, 0.08976331611154102, 1.0]"
00-04-04-04,4,00-04,['00-04-00-cyl-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[1.0, 0.24873502477879922, 0.11396163246739399, 1.0, 0.04177387715366337, 0.04416736975358913, 0.021617720914142585, 0.5297443749324117]"
00-04-05-00,0,00-04,['00-04-01-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.43918649479656846, 1.0, 0.14306259040824854, 0.18733910373876542, 0.06188245462994922, 0.11023233841300624, 0.0582970180134622, 1.0]"
00-04-06-01,1,00-04,['00-04-01-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.37474002791367933, 1.0, 0.141807972834095, 0.21317357101996892, 0.0684157710398678, 0.13406844791152384, 0.06779420928086513, 1.0]"
00-04-07-02,2,00-04,['00-04-01-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.3432116016564992, 1.0, 0.15130453436808522, 0.21410853441945393, 0.07377925342340882, 0.14309263500428526, 0.07450344112826765, 1.0]"
00-04-08-03,3,00-04,['00-04-01-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.3472910392127532, 1.0, 0.1686468611212084, 0.19966545844612288, 0.07581066800038043, 0.13386201540676032, 0.07472395781277494, 1.0]"
00-04-09-04,4,00-04,['00-04-01-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.38431361754398524, 1.0, 0.17722114026533725, 0.18346097334337852, 0.07124372921578535, 0.11651708941655402, 0.06724345021495946, 1.0]"
00-04-10-00,0,00-04,['00-04-02-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.29957545814002584, 0.05035332143748142, 1.0, 0.06613531663773337, 0.036638224859190625, 0.024223919359179103, 0.021249757124511694, 0.501824002441878]"
00-04-11-01,1,00-04,['00-04-02-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.2957215149502553, 0.03290461291878046, 1.0, 0.042758957195829186, 0.0230839797924623, 0.015257838953492042, 0.013164198052541279, 0.5771088981366395]"
00-04-12-02,2,00-04,['00-04-02-cub-r-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.2978615185316327, 1.0, 0.32542369935375726, 0.1640836373060164, 0.11710576380422683, 0.0955253810043668, 1.0]"
00-04-13-03,3,00-04,['00-04-02-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.21452340450258248, 1.0, 0.4652675268736452, 0.16382220398580088, 0.08751578912033975, 0.06887107551763172, 1.0]"
00-04-14-04,4,00-04,['00-04-02-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.6958769172031268, 0.09548452675895522, 1.0, 0.09211174064052963, 0.04867307285708547, 0.03726754357946079, 0.030586198960842078, 1.0]"
00-04-15-00,0,00-04,['00-04-03-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[1.0, 0.19494728773773395, 0.171667590445894, 1.0, 0.17151550146596783, 0.1753132132645501, 0.08289414136401886, 0.20366226572183524]"
00-04-16-01,1,00-04,['00-04-03-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.39676440755270587, 0.09456494478330345, 0.0831201570281061, 1.0, 0.09947918748022647, 0.15236801732206545, 0.08099004196580158, 0.09271324386779116]"
00-04-17-02,2,00-04,['00-04-03-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.5265466337593139, 0.07505707963616609, 0.07017476530915229, 1.0, 0.08693954347902112, 0.10661370755385541, 0.058653913481765116, 0.07601435678072614]"
00-04-18-03,3,00-04,['00-04-03-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[1.0, 0.16721407310199154, 0.15706025733141246, 1.0, 0.18933943116283, 0.20703738822517115, 0.10757534841879275, 0.1717735017598019]"
00-04-19-04,4,00-04,['00-04-03-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.4061206173207452, 0.07783937065822986, 0.09630517719546824, 1.0, 0.15318312455443847, 0.09921212901501067, 0.07983744928773133, 0.08750213196837611]"
00-04-20-00,0,00-04,['00-04-04-cyl-r-03'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[1.0, 0.11041840882097687, 0.5462082931606562, 1.0, 1.0, 0.08915084551172117, 0.07926836599690483, 0.17495408650974106]"
00-04-21-01,1,00-04,['00-04-04-cyl-r-03'],['pick up'],pick up red small cylinder,"['red', 'small', 'cylinder']","[1.0, 0.06027470522935584, 0.7451352617559276, 1.0, 1.0, 0.04715556374313495, 0.04511803143217433, 0.1023164378394073]"
00-04-22-02,2,00-04,['00-04-04-cyl-r-03'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.062040368056364155, 0.7380901306743054, 1.0, 1.0, 0.048508219927110664, 0.04617759070904536, 0.10518369063317433]"
00-04-23-03,3,00-04,['00-04-04-cyl-r-03'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.09143771534060532, 0.6196842314604909, 1.0, 1.0, 0.07271680992880716, 0.06672310119854602, 0.14943814207155054]"
00-04-24-04,4,00-04,['00-04-04-cyl-r-03'],['pick up'],pick up red small solid,"['red', 'small', 'solid']","[1.0, 0.08669737185198502, 0.6368717572913665, 1.0, 1.0, 0.06925568059000337, 0.06498793089122155, 0.14218725937542365]"
00-04-25-00,0,00-04,['00-04-05-cyl-r-03'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[0.22261088470581183, 0.2695384416570616, 0.10170524457197598, 1.0, 0.0882363893590726, 1.0, 0.15458866327731502, 0.1633203764287629]"
00-04-26-01,1,00-04,['00-04-05-cyl-r-03'],['pick up'],pick up red small cylinder,"['red', 'small', 'cylinder']","[0.22085567214317858, 0.2386580491527236, 0.10519879157682217, 1.0, 0.09434576369708236, 1.0, 0.18119471119988273, 0.15974701223031051]"
00-04-27-02,2,00-04,['00-04-05-cyl-r-03'],['pick up'],pick up cylinder,['cylinder'],"[0.22173513348879145, 0.2739076073271024, 0.10119391892162939, 1.0, 0.08741104895612031, 1.0, 0.1520842229129923, 0.16366806839336429]"
00-04-28-03,3,00-04,['00-04-05-cyl-r-03'],['pick up'],pick up red solid,"['red', 'solid']","[0.21992078347074082, 0.269975076052589, 0.10181625726368908, 1.0, 0.08826438896272247, 1.0, 0.156500422404649, 0.16352307184560957]"
00-04-29-04,4,00-04,['00-04-05-cyl-r-03'],['pick up'],pick up red small solid,"['red', 'small', 'solid']","[0.21741109491492677, 0.2694164265399015, 0.10203088569093594, 1.0, 0.08846327544444933, 1.0, 0.15904499540716435, 0.163633322002622]"
00-04-30-00,0,00-04,['00-04-06-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[0.11398153783706745, 0.10702053769037029, 0.10052997387455075, 0.31930943465092165, 0.09345416843317594, 0.15551947163175178, 1.0, 0.1101848758821622]"
00-04-31-01,1,00-04,['00-04-06-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.1101161940655417, 0.10492954362723848, 0.09400993124935551, 0.3365359495564114, 0.08819668890005286, 0.16067388230285995, 1.0, 0.10553781029854019]"
00-04-32-02,2,00-04,['00-04-06-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.1187391519539851, 0.11811824851047464, 0.10740887968120794, 0.27214316829726165, 0.09709653259492479, 0.16564340320659843, 1.0, 0.12085061575554748]"
